column_a,column_b,column_c,column_d,column_e,column_f,label
-1,2,11,-1,-8,0,4
0,0,18,1,-5,-1,4
0,0,11,2,-8,0,4
-1,0,-1,3,-4,0,4
1,0,25,0,-3,-2,4
0,0,22,2,-6,0,4
1,0,17,2,-4,0,4
2,0,27,3,-2,-1,4
2,0,15,0,-4,-1,4
0,1,17,3,-4,1,4
-1,2,18,-2,-6,0,4
0,0,16,1,-6,-1,4
-1,2,11,-1,-8,0,4
0,0,18,1,-5,-1,4
0,0,11,2,-8,0,4
-1,0,-1,3,-4,0,4
1,0,25,0,-3,-2,4
0,0,22,2,-6,0,4
1,0,17,2,-4,0,4
2,0,27,3,-2,-1,4
2,0,15,0,-4,-1,4
0,0,19,-1,-3,-1,4
0,0,11,2,-4,0,4
0,0,6,0,-7,0,4
-1,2,18,-2,-6,0,4
0,0,16,1,-6,-1,4
-1,2,11,-1,-8,0,4
0,0,18,1,-5,-1,4
0,0,11,2,-8,0,4
-1,0,-1,3,-4,0,4
1,0,25,0,-3,-2,4
0,0,22,2,-6,0,4
1,0,17,2,-4,0,4
2,0,27,3,-2,-1,4
2,0,15,0,-4,-1,4
0,0,19,-1,-3,-1,4
0,0,11,2,-4,0,4
0,0,6,0,-7,0,4
-1,1,13,-4,-9,0,4
0,0,16,1,-6,-1,4
-1,2,11,-1,-8,0,4
0,0,18,1,-5,-1,4
0,0,11,2,-8,0,4
-1,0,-1,3,-4,0,4
1,0,25,0,-3,-2,4
0,0,22,2,-6,0,4
1,0,17,2,-4,0,4
2,0,27,3,-2,-1,4
2,0,15,0,-4,-1,4
0,0,19,-1,-3,-1,4
0,0,11,2,-4,0,4
0,0,6,0,-7,0,4
-1,1,13,-4,-9,0,4
-2,0,10,-4,-7,-2,4
-1,2,18,4,-7,0,4
-1,2,18,4,-7,1,4
-1,2,19,4,-6,1,4
-1,2,19,4,-6,1,4
-1,2,19,4,-6,1,4
-1,2,19,4,-6,1,4
-2,1,19,4,-6,0,4
-1,2,18,5,-6,0,4
-1,2,24,2,-9,0,4
0,-1,16,9,-3,-1,4
-2,3,29,4,-8,-1,4
-1,0,-4,4,-6,0,4
-2,1,23,2,-12,0,4
0,1,8,4,-2,0,4
0,1,17,1,-3,0,4
-2,1,19,3,-6,0,4
-2,1,18,3,-5,1,4
-2,1,21,3,-5,0,4
-2,0,19,3,-5,1,4
-2,1,21,3,-5,0,4
-2,1,18,3,-5,0,4
-2,1,19,3,-5,0,4
-2,0,19,2,-6,1,4
-2,0,19,1,-4,1,4
-5,4,18,-3,-12,1,4
-2,0,14,3,-4,0,4
-2,1,26,2,-6,0,4
-4,2,11,0,-9,0,4
-2,0,22,4,-4,-1,4
-1,1,17,0,-6,1,4
-2,1,19,4,-6,0,4
-2,1,18,4,-7,0,4
-2,1,20,5,-6,0,4
-2,1,21,5,-6,0,4
-2,1,21,3,-6,0,4
-2,1,21,5,-6,0,4
-2,1,21,5,-6,0,4
-2,1,21,3,-6,0,4
-2,2,15,2,-9,0,4
-1,1,29,3,-3,-1,4
0,1,23,4,-4,0,4
0,-1,3,5,-5,0,4
0,0,26,5,-4,0,4
-2,4,19,1,-11,-1,4
0,0,24,2,-3,-1,4
-4,0,8,5,-1,2,4
-4,0,7,5,-2,3,4
-4,1,7,5,-2,2,4
-4,0,9,6,-2,2,4
-5,1,5,5,-1,2,4
-4,0,7,5,-2,2,4
-5,1,8,6,-2,2,4
-4,1,8,5,-1,2,4
-4,0,9,5,0,0,4
-3,-1,10,7,-3,1,4
-1,-1,13,8,7,1,4
-6,2,15,4,-4,1,4
-5,0,8,8,-1,1,4
-3,1,22,7,1,0,4
-4,1,-6,2,-2,1,4
-4,1,7,5,-2,2,4
-4,0,7,5,-2,3,4
-4,1,8,6,-3,2,4
-5,1,8,6,-2,2,4
-5,1,7,5,-2,2,4
-4,1,7,5,-2,2,4
-4,1,7,5,-2,2,4
-5,1,7,5,-2,2,4
-4,1,8,5,1,1,4
-4,2,7,3,-1,2,4
-4,2,3,4,-1,2,4
-4,1,0,4,0,2,4
-5,1,0,4,1,1,4
-3,1,2,4,-1,2,4
-3,3,18,2,1,0,4
-4,0,7,5,-2,2,4
-4,0,5,5,-3,2,4
-4,0,7,5,-2,2,4
-4,0,9,5,-3,2,4
-4,1,8,5,-3,2,4
-4,0,8,4,-3,2,4
-4,0,8,6,-3,2,4
-4,0,8,4,-3,2,4
-1,-1,17,6,4,1,4
-4,-1,12,5,1,2,4
-4,-1,7,6,-2,0,4
-3,-1,2,8,2,1,4
-4,1,2,-1,-5,1,4
-3,-2,7,7,-1,1,4
-3,1,-2,3,-4,1,4
-4,0,8,6,-2,2,4
-4,0,5,5,-3,2,4
-4,0,7,5,-2,2,4
-4,0,8,4,-3,2,4
-3,0,8,4,-2,3,4
-4,0,7,5,-2,2,4
-4,0,8,4,-2,2,4
-4,0,8,6,-2,2,4
-6,0,14,4,-4,1,4
-3,0,2,4,-1,1,4
-2,-1,1,7,2,1,4
-4,1,2,3,-5,1,4
-6,0,8,3,-7,1,4
-3,-1,2,6,2,1,4
-5,2,2,0,-5,1,4
-4,0,8,6,-2,2,4
-4,1,7,6,-3,2,4
-4,0,8,6,-2,2,4
-4,1,8,6,-3,2,4
-4,1,7,5,-2,2,4
-5,1,8,6,-2,2,4
-4,0,8,6,-2,2,4
-4,1,7,5,-2,2,4
-4,1,5,6,-2,2,4
-6,1,5,5,-6,1,4
-4,0,1,5,-5,2,4
-4,1,16,7,-1,2,4
-5,1,-5,4,-3,1,4
-5,1,7,3,-3,1,4
-2,1,2,6,3,0,4
-4,0,7,5,0,2,4
-5,0,5,4,-1,2,4
-4,0,9,4,-2,2,4
-5,-1,8,6,-2,2,4
-4,-1,9,5,-1,2,4
-4,0,8,4,-1,1,4
-4,0,8,4,-2,2,4
-4,0,8,4,0,2,4
-4,1,5,1,-2,1,4
-4,-1,5,7,-2,2,4
-6,0,10,2,-4,0,4
-4,0,17,4,0,1,4
-3,-1,9,6,3,1,4
-4,0,-3,5,-4,1,4
-2,1,4,2,2,1,4
-15,22,123,-98,1,-15,4
29,19,13,23,59,17,4
20,-14,38,1,44,-6,4
8,-12,23,16,7,-2,4
-2,1,16,3,7,-2,4
-2,2,22,0,8,-3,4
-1,2,21,1,7,-2,4
-4,3,19,1,5,-4,4
-4,1,19,4,4,-3,4
-6,3,4,-4,3,-4,4
-3,3,15,2,3,-4,4
-3,2,22,1,7,-3,4
-4,2,18,-1,5,-3,4
-5,3,3,-5,1,-4,4
-6,5,3,-7,1,-3,4
35,3,81,-26,135,6,4
3,-2,100,-5,37,14,4
15,-11,55,8,33,3,4
17,2,29,-18,35,14,4
1,-6,55,5,19,-11,4
11,-1,63,3,51,-13,4
14,-5,38,2,58,-3,4
12,-14,2,17,10,-1,4
25,-22,-1,27,31,1,4
24,-19,7,25,30,0,4
16,-15,10,20,19,-1,4
21,-12,23,14,23,0,4
-2,-2,9,1,0,0,4
-1,-2,-9,-1,-1,-1,4
-2,0,-7,-4,-1,0,4
49,-5,16,7,64,0,4
24,-30,28,46,33,-1,4
16,-20,22,31,26,0,4
15,1,5,3,26,1,4
1,15,14,-20,4,0,4
-13,11,-4,-11,-12,-1,4
-14,0,5,4,-15,-1,4
3,-2,-1,1,0,0,4
4,0,-3,1,5,0,4
2,1,4,-3,0,-1,4
3,1,-3,-2,2,-1,4
1,0,-3,-1,1,-1,4
-1,0,-10,-2,-1,-1,4
1,-1,2,1,3,-1,4
3,-4,-3,7,3,-1,4
12,-6,25,13,17,-1,4
10,-2,10,3,10,0,4
10,-1,16,6,13,-1,4
6,0,15,3,6,-1,4
7,-1,21,3,7,-1,4
8,-3,26,10,12,-2,4
5,-1,5,3,1,0,4
-9,5,6,-3,-10,0,4
-12,7,-10,-10,-15,-1,4
-12,13,-10,-17,-18,-1,4
-11,11,-4,-12,-13,-1,4
-14,7,10,-8,-18,-1,4
-4,0,5,1,-5,-1,4
-4,0,10,1,-2,-1,4
-3,0,-13,-1,-5,-1,4
17,-36,-29,-4,22,-66,4
-10,6,22,11,-13,6,4
-2,17,-5,-21,-7,3,4
-3,6,10,-6,-7,0,4
-17,-2,-2,5,-23,-1,4
-3,3,-3,-1,-4,-2,4
-2,2,2,-1,-4,-2,4
-4,3,3,-1,-7,-2,4
-4,2,8,0,-6,-1,4
-2,0,-3,2,-3,-1,4
-2,1,4,-2,-5,-2,4
-1,0,-9,0,-3,-1,4
-1,1,1,-2,-4,-2,4
0,-1,4,5,3,-1,4
-1,-1,-6,3,4,-1,4
-11,9,16,-17,-22,6,4
-17,4,10,-2,-28,-2,4
3,2,-2,-1,7,0,4
-11,6,4,-3,-10,-1,4
-18,7,-1,-8,-18,-1,4
-20,11,7,-9,-21,-1,4
-16,10,-7,-10,-20,-2,4
-16,9,-3,-11,-18,-2,4
-13,6,10,-5,-17,-2,4
-1,-1,-11,0,0,-1,4
-1,0,-1,2,-4,-2,4
-1,-1,8,1,1,-1,4
0,0,8,-1,-1,-1,4
-1,-1,10,3,1,-2,4
-1,-1,-2,1,2,-1,4
-36,-24,-6,87,-44,-34,4
10,-4,-2,9,15,-2,4
8,-6,3,8,11,-1,4
4,-5,8,8,8,-1,4
2,-1,1,4,3,-1,4
-2,0,10,-3,-3,-1,4
-4,2,4,-3,-5,0,4
-6,2,4,0,-8,-1,4
-2,0,9,1,-3,-1,4
-4,1,2,-3,-5,-2,4
-4,1,-16,-3,-5,-2,4
-2,0,19,3,0,-2,4
-4,1,10,-2,-3,-2,4
-1,-2,-4,-1,-3,-2,4
-1,0,-4,0,-3,-1,4
-22,12,-3,-14,-28,-2,4
-23,10,-4,-9,-25,-3,4
-22,11,-15,-11,-29,-2,4
-15,9,4,-9,-16,-2,4
-11,7,-4,-8,-15,-3,4
-6,2,-7,1,-7,-3,4
-2,-2,-11,3,-4,-2,4
-2,1,-9,-1,-2,-3,4
-2,1,4,0,1,-3,4
0,1,8,2,4,-3,4
-1,0,-5,0,1,-3,4
1,0,-4,2,0,-3,4
0,1,-4,-2,2,-4,4
-1,-1,-21,-2,-1,-4,4
0,1,-2,-2,0,-4,4
-29,-6,4,8,-32,-2,4
-24,5,-6,-7,-28,-1,4
-19,16,-5,-20,-14,-3,4
-22,13,-7,-15,-22,-4,4
-25,3,-1,-5,-27,-2,4
-17,-1,-3,1,-16,-3,4
-11,3,-2,-4,-9,-2,4
-1,0,3,0,4,-3,4
-3,-1,-18,-1,1,-2,4
-3,-1,-3,-3,1,-3,4
-3,0,-13,0,0,-3,4
-4,1,5,-2,2,-3,4
-3,0,-20,-1,2,-4,4
-2,-2,2,-3,3,-4,4
-1,-1,-10,0,6,-4,4
59,-6,46,41,191,-14,4
32,-2,47,22,112,-23,4
43,9,23,-6,144,-30,4
30,0,56,11,125,-35,4
28,7,45,0,114,-27,4
22,5,31,0,89,-23,4
18,7,52,2,75,-19,4
-2,3,12,-6,-14,-1,4
0,1,12,-8,-9,-4,4
1,3,23,4,-3,-1,4
-1,0,6,-6,-13,-1,4
1,-1,13,-9,-9,0,4
2,0,-3,-13,-13,-3,4
0,1,3,-19,-17,-2,4
0,1,-1,-11,-17,-2,4
25,12,40,-29,61,-5,4
66,45,98,-107,158,1,4
-3,-1,8,-13,-1,2,4
-4,2,-1,-12,-14,0,4
-4,2,18,0,-4,0,4
-5,-2,24,1,-16,-5,4
-4,2,25,0,-13,-8,4
-2,0,5,-8,-14,-6,4
-1,2,19,2,-12,-6,4
2,-2,-27,-19,-30,-3,4
11,3,-30,6,-4,3,4
22,10,-32,7,42,22,4
15,2,-240,36,38,0,4
13,-2,-193,32,37,-10,4
3,-14,-210,26,11,-68,4
19,30,44,-117,37,40,4
-32,7,23,-7,-66,0,4
-9,10,-14,-19,-1,0,4
-11,3,-13,-7,-9,-2,4
-9,6,4,-10,1,-1,4
-8,-2,8,-1,-2,0,4
-2,0,2,-2,9,-3,4
-2,0,7,-2,5,-1,4
-8,1,3,-9,-5,0,4
-4,1,14,-7,2,0,4
-4,2,0,-10,4,-1,4
78,1,91,37,250,-54,4
4,-1,7,-13,-10,-6,4
2,0,-13,-16,-15,-5,4
2,1,-1,-15,-18,-4,4
16,16,31,-26,69,-27,4
12,8,11,-29,54,-26,4
-9,5,24,-9,-15,-5,4
-6,0,15,0,-21,17,4
-4,-2,2,-8,-17,-14,4
-9,6,22,-10,-10,-28,4
-7,6,27,2,-12,8,4
-2,1,16,0,-9,-1,4
0,-1,16,3,-4,-2,4
0,-1,25,3,-2,-1,4
0,-2,17,5,-1,-3,4
-1,1,27,-1,-2,-3,4
0,2,10,-11,-8,-4,4
-1,0,-8,-10,-15,-4,4
0,1,5,-7,-9,-3,4
-19,4,47,-47,-57,-30,4
-28,31,30,-135,-78,-40,4
-31,34,45,-167,-91,-49,4
-24,42,50,-221,-82,-42,4
-16,55,35,-266,-52,-23,4
0,1,22,-4,9,9,4
-7,8,21,-14,0,-2,4
0,4,22,-7,-26,15,4
-2,0,16,-7,8,-3,4
-1,-1,11,2,5,-2,4
-1,1,15,2,2,-2,4
-1,0,18,6,5,-2,4
-3,-1,17,3,2,-2,4
-2,1,-5,1,-2,-2,4
-2,0,10,4,1,-3,4
15,-13,-4,39,-31,84,4
-14,3,1,-4,-87,-10,4
-27,5,-17,-27,-23,-5,4
-19,4,6,-4,-13,-2,4
-8,0,14,-10,12,-5,4
-2,-2,6,-4,15,-6,4
-2,-1,11,-7,10,-2,4
-2,-1,11,-6,5,-2,4
-2,-1,10,-5,6,-2,4
-2,-1,9,-6,6,-2,4
-2,0,9,-5,5,-2,4
-2,0,11,-6,5,-2,4
-2,0,9,-6,6,-2,4
-2,-1,12,-5,5,-2,4
-2,-1,11,-6,5,-2,4
40,-13,27,26,55,1,4
32,-4,31,5,49,0,4
27,-8,36,16,42,0,4
20,-14,22,24,31,-1,4
20,-13,15,22,27,-1,4
16,-6,30,13,24,-2,4
13,0,34,4,21,-1,4
1,0,4,2,-1,-1,4
1,-1,23,7,-1,-1,4
0,0,19,5,3,-1,4
0,0,18,1,-2,-1,4
24,-217,179,1016,339,-233,4
-14,-7,-32,14,1,-53,4
-70,-12,18,8,-153,-8,4
-4,1,9,-7,-3,-1,4
-12,-5,20,-3,-24,0,4
0,17,11,-31,-5,-1,4
-1,9,32,-9,6,-1,4
-10,0,23,8,-11,0,4
-3,0,18,4,-4,-2,4
-4,1,13,2,-3,-2,4
-4,2,10,1,-7,-2,4
-4,2,19,-1,-10,-2,4
-4,2,17,2,-3,-2,4
-4,2,27,2,-6,-2,4
-2,0,5,1,-6,-1,4
-1,0,23,3,0,-2,4
0,-1,3,2,-5,-1,4
-2,0,23,2,-5,-1,4
-4,2,15,-1,-9,-2,4
-13,-7,18,19,-15,0,4
-11,3,10,-5,-17,-2,4
-9,8,18,-11,-13,-2,4
-9,9,17,-11,-16,-1,4
-12,5,20,-2,-16,-2,4
-13,-2,18,6,-19,-1,4
-11,2,13,-2,-18,0,4
-3,0,22,2,0,-2,4
-4,1,24,-1,-8,-1,4
-3,0,15,2,-9,-2,4
-4,2,24,-3,-8,-2,4
-3,0,23,2,-8,-2,4
-4,2,13,-1,-8,-2,4
-2,-1,22,2,-2,-2,4
-2,-1,22,2,-2,-2,4
-53,16,-17,-39,-98,-22,4
-48,19,8,-32,-61,3,4
-40,19,12,-29,-55,-2,4
-31,16,6,-32,-23,-5,4
-22,8,-2,-17,-11,-4,4
-6,0,-15,-6,2,-4,4
-5,-2,-6,-5,6,-3,4
-5,-1,8,-4,10,-3,4
-2,-2,-5,-6,15,-2,4
-4,-1,8,-3,15,-1,4
-4,-2,7,-7,18,-4,4
-8,-1,-24,-7,4,-5,4
4,-8,-165,9,23,-5,4
4,-9,-165,9,24,-5,4
5,-9,-164,7,24,-6,4
-39,3,11,5,-67,-2,4
-34,31,17,-60,-62,-16,4
-20,30,17,-51,-38,15,4
-7,1,14,-16,-17,-8,4
-4,5,21,-10,-13,-4,4
1,6,18,-13,2,-4,4
-1,10,16,-24,-4,-8,4
8,-1,23,5,10,-2,4
7,-1,18,5,7,-1,4
2,-3,28,7,3,-2,4
0,-5,15,9,-2,-1,4
-1,-6,20,11,-2,-2,4
1,-1,17,5,0,-2,4
0,1,26,2,-2,-1,4
-5,0,20,-3,-11,-3,4
-15,22,123,-98,1,-15,4
29,19,13,23,59,17,4
20,-14,38,1,44,-6,4
8,-12,23,16,7,-2,4
-2,1,16,3,7,-2,4
-2,2,22,0,8,-3,4
-1,2,21,1,7,-2,4
-4,3,19,1,5,-4,4
-4,1,19,4,4,-3,4
-6,3,4,-4,3,-4,4
-3,3,15,2,3,-4,4
-3,2,22,1,7,-3,4
-4,2,18,-1,5,-3,4
-5,3,3,-5,1,-4,4
-6,5,3,-7,1,-3,4
-46,66,-21,-115,-11,-1,4
-71,3,8,-15,-78,-2,4
-79,9,13,-3,-111,-2,4
-44,29,-11,-36,-67,-3,4
-15,28,-6,-32,-15,-3,4
-15,7,9,0,-19,-2,4
-7,-11,30,23,-8,-2,4
-5,5,-1,-3,-4,-3,4
-6,3,2,1,-5,-3,4
-6,3,-1,2,-6,-2,4
-4,3,19,2,-1,-2,4
-5,3,2,-1,-5,-3,4
-4,2,8,2,-3,-3,4
-2,2,13,1,0,-2,4
-1,1,19,7,4,-3,4
-14,11,-10,-10,-19,-2,4
-9,4,4,-1,-11,-3,4
-12,-3,-6,12,-16,-3,4
-7,-2,-2,9,-8,-3,4
-3,-2,4,7,-2,-3,4
1,0,1,5,5,-3,4
1,-1,12,6,5,-3,4
1,1,4,2,5,-4,4
1,2,-10,1,2,-3,4
-1,0,10,3,3,-3,4
1,1,9,6,8,-4,4
0,1,4,4,7,-3,4
-1,0,10,3,3,-3,4
1,1,9,6,8,-4,4
0,1,4,4,7,-3,4
20,-16,9,26,29,-1,4
24,-3,30,8,38,-4,4
27,-9,-2,19,40,-2,4
27,-13,17,20,39,-2,4
20,-13,3,22,29,-1,4
16,-11,21,19,29,-3,4
20,-7,12,17,33,-2,4
-1,0,-8,4,2,-4,4
-1,0,2,4,4,-4,4
1,0,2,3,7,-3,4
-1,2,-1,0,4,-4,4
0,0,6,3,6,-4,4
-3,3,-5,-1,-5,-5,4
-3,1,-8,1,-2,-5,4
-1,1,-3,4,0,-5,4
30,-30,34,43,45,0,4
42,-31,26,47,63,-1,4
37,-21,14,29,53,-1,4
26,-14,20,16,40,-1,4
26,-14,16,19,41,-2,4
26,-18,9,27,42,-1,4
22,-13,9,18,35,-1,4
-1,0,2,-1,5,-4,4
-2,1,2,-2,1,-4,4
-1,-1,-1,1,2,-3,4
-2,0,10,-1,1,-2,4
-2,0,1,-1,0,-3,4
-1,0,2,-1,5,-4,4
-2,1,2,-2,1,-4,4
-1,-1,-1,1,2,-3,4
-74,30,55,-149,-163,20,4
-38,53,0,-83,-93,1,4
-47,10,-26,31,-67,-1,4
-57,21,16,-18,-70,-4,4
-55,21,5,-36,-68,-2,4
-42,24,-2,-36,-51,-4,4
-39,23,2,-30,-47,-4,4
3,-3,8,4,8,-3,4
1,-1,16,4,9,-3,4
1,-1,3,1,6,-3,4
1,-1,7,2,6,-3,4
1,-2,-6,4,7,-2,4
-2,1,5,-3,1,-4,4
-1,1,-4,-2,2,-4,4
-1,0,8,1,3,-5,4
-27,18,-3,-26,-39,-4,4
-34,10,6,-8,-45,-3,4
-32,4,2,-5,-43,-3,4
-15,-4,4,6,-18,-3,4
-12,-2,-3,2,-13,-2,4
-12,-1,16,4,-12,-2,4
-12,-2,9,7,-11,-3,4
0,0,14,0,8,-4,4
-1,0,3,1,4,-3,4
-1,-1,19,0,5,-3,4
1,-3,9,4,9,-4,4
-2,0,-9,-2,-2,-3,4
-1,0,3,1,4,-3,4
-1,-1,19,0,5,-3,4
1,-3,9,4,9,-4,4
188,-1,-42,220,192,-15,4
114,-17,95,30,153,2,4
95,-74,16,91,142,4,4
86,-67,31,101,119,-8,4
10,-6,3,10,18,-3,4
8,-4,11,8,18,-3,4
8,-2,9,4,18,-3,4
8,-2,12,7,15,-4,4
6,-2,3,4,13,-3,4
-4,1,3,-2,1,-4,4
-4,2,-6,-1,2,-4,4
-1,0,17,3,8,-5,4
0,-1,9,-1,5,-4,4
-2,2,9,-4,-1,-4,4
-1,1,-8,-2,2,-4,4
-116,41,-50,14,-206,-24,4
-84,-7,9,24,-131,-17,4
-54,9,-10,-18,-53,1,4
-49,44,9,-65,-54,-1,4
-55,31,-8,-41,-68,-3,4
-3,0,18,1,6,-2,4
-4,1,-6,-2,3,-2,4
-4,0,12,-1,1,-2,4
-4,-1,13,0,-1,-1,4
-3,0,1,-2,2,-2,4
0,-1,6,1,6,-3,4
-3,0,3,-2,4,-3,4
-1,-3,-4,0,7,-4,4
-4,1,8,-8,0,-4,4
-2,-1,4,1,5,-5,4
1,-26,-517,95,40,-33,4
-8,-30,-723,113,17,-15,4
-3,-95,-1415,-68,207,-29,4
10,-178,-2203,-143,384,-30,4
-27,-244,-2589,-106,356,-7,4
-103,-320,-2804,-32,241,29,4
-168,-382,-2957,46,151,31,4
-138,-331,-2693,-142,194,8,4
-138,-330,-2690,-145,203,4,4
-139,-328,-2680,-147,223,6,4
-136,-326,-2680,-156,208,4,4
-134,-325,-2672,-158,207,5,4
-125,-313,-2619,-189,228,4,4
-125,-311,-2616,-189,227,3,4
-123,-314,-2616,-186,217,6,4
-17,-30,-163,-115,33,3,4
-21,-40,-431,-90,96,7,4
-18,-93,-1175,-231,258,10,4
35,-33,13,49,51,-3,4
18,-13,24,17,22,-2,4
7,-2,16,0,6,-2,4
2,0,5,-4,-1,-2,4
7,-2,16,0,6,-2,4
-14,6,7,-12,-25,-2,4
7,-2,16,0,6,-2,4
2,0,5,-4,-1,-2,4
-14,6,7,-12,-25,-2,4
-14,6,7,-12,-25,-2,4
2,0,5,-4,-1,-2,4
-14,6,7,-12,-25,-2,4
-13,-13,-29,29,27,-13,4
-11,-12,-30,26,37,-8,4
-11,-13,-28,29,34,-14,4
-11,-26,-122,68,147,-13,4
-6,-27,-120,74,178,-36,4
8,-25,-87,66,180,-25,4
19,-15,-69,36,144,-12,4
23,-20,-62,45,166,-15,4
23,-18,-67,45,183,-16,4
19,-14,-53,30,144,-11,4
