column_a,column_b,column_c,column_d,column_e,column_f,label
-1,-2,58,-8,-4,1,1
-1,-1,56,-10,-3,0,1
0,0,57,-9,-4,0,1
-1,0,57,-9,-4,3,1
-1,-1,63,-3,-1,0,1
-1,-1,61,-2,-2,0,1
-1,-1,63,-3,0,0,1
-1,-1,64,-2,0,0,1
-1,-1,63,-2,-1,0,1
-1,-1,63,-3,0,0,1
-1,-1,63,-2,-1,0,1
-1,-1,63,-3,0,0,1
-1,-1,63,-3,-1,0,1
-1,-1,63,-3,0,0,1
0,0,63,-3,-1,0,1
-1,-1,63,-2,-1,0,1
-1,-1,63,-2,-1,0,1
-1,-1,64,-2,0,0,1
-1,-1,64,-3,-1,0,1
-1,-1,63,-3,0,0,1
-1,-1,63,-3,0,0,1
-1,-1,63,-2,-1,0,1
-2,1,52,-6,-3,0,1
1,-7,68,6,2,0,1
-1,-1,63,-5,-1,0,1
0,2,64,-5,1,0,1
-3,4,57,-8,-3,0,1
0,-3,65,1,0,0,1
0,-3,61,-1,-1,0,1
-1,0,57,-5,-3,0,1
0,-3,70,0,1,0,1
-2,2,58,-8,-4,-1,1
-1,0,70,-5,-2,-1,1
-1,0,64,-5,0,-1,1
1,-3,62,-1,2,0,1
-1,0,51,-3,-2,-1,1
1,0,70,-5,1,-1,1
-1,0,63,-7,-2,-1,1
0,1,63,-6,-2,-1,1
1,-4,66,1,-1,0,1
2,1,66,-5,0,0,1
-3,2,59,-7,-4,0,1
-1,0,61,-4,-3,-1,1
-2,0,63,-5,-6,1,1
-1,-1,60,-3,-5,0,1
1,-4,59,0,1,0,1
-1,-3,51,-1,-4,0,1
0,-3,69,-3,1,0,1
-2,2,60,-10,-5,0,1
0,-1,69,-4,2,-1,1
-3,4,60,-12,-4,0,1
0,0,69,-5,-1,0,1
-1,3,67,-11,-2,1,1
-2,2,61,-9,-5,0,1
0,-5,59,0,-1,0,1
0,-5,60,0,1,0,1
-2,1,57,-6,-3,0,1
-2,2,61,-9,-5,-1,1
-1,3,68,-9,-4,0,1
-2,4,60,-10,-5,0,1
1,2,66,-10,1,-1,1
-1,-1,58,-5,2,0,1
1,-4,52,0,4,0,1
-1,-2,54,-3,-3,-1,1
1,-2,57,-4,0,-1,1
-1,0,64,-9,-2,0,1
-1,1,66,-8,-2,-1,1
-2,2,64,-11,-6,-1,1
0,1,60,-6,-1,-1,1
-1,-1,56,-6,-3,0,1
0,-1,59,-4,-5,-1,1
1,-2,64,-7,-2,-1,1
-2,1,59,-8,-6,0,1
1,-2,63,-4,-1,0,1
-1,-1,47,-3,-2,0,1
1,-4,59,0,2,0,1
-1,-3,64,-4,-6,0,1
0,-2,60,-4,-1,0,1
0,-1,60,-6,0,-1,1
-1,1,67,-9,-4,-1,1
1,-1,64,-5,-1,-1,1
1,-1,72,-6,-2,0,1
-1,1,58,-11,-4,-1,1
0,-3,58,-5,1,0,1
-1,2,58,-9,-4,0,1
-2,1,57,-9,-3,0,1
-1,-1,61,-5,0,0,1
0,1,61,-9,-1,-1,1
-2,4,54,-10,-4,0,1
-2,3,60,-11,-6,0,1
1,-1,69,-8,0,0,1
-3,2,58,-11,-5,1,1
-2,2,67,-11,-7,0,1
-1,0,65,-9,-3,-1,1
0,2,67,-11,-3,0,1
-1,0,56,-7,-3,-1,1
-1,1,65,-10,-6,-1,1
-1,3,63,-13,-6,0,1
-2,2,59,-8,-4,0,1
-1,-1,60,-5,-5,0,1
-2,2,61,-13,-5,0,1
0,1,56,-8,-3,-1,1
-1,1,56,-8,-3,0,1
-2,1,56,-10,-3,0,1
-1,0,59,-9,-4,0,1
-1,0,57,-9,-4,-1,1
-1,0,59,-11,-4,-1,1
-2,2,54,-10,-5,1,1
-3,2,50,-13,-6,-1,1
-1,1,58,-8,-4,1,1
-2,0,57,-7,-3,1,1
0,0,63,-11,-6,0,1
-2,-1,64,-9,-6,1,1
-2,0,54,-9,-5,1,1
-1,-1,57,-9,-4,0,1
-2,2,58,-10,-5,1,1
0,-3,63,-7,-1,0,1
-1,0,57,-8,-3,1,1
0,0,60,-10,-5,0,1
-1,1,56,-10,-3,0,1
0,0,55,-8,-3,2,1
-1,-1,50,-7,-2,-1,1
-1,-2,57,-6,-4,0,1
0,2,63,-12,-2,1,1
1,0,60,-8,1,1,1
-1,1,57,-12,-3,-1,1
-1,1,53,-12,-6,-1,1
-1,1,60,-11,-5,-1,1
-1,3,53,-12,-2,1,1
-1,1,57,-12,-5,-1,1
1,-2,68,-12,-2,-1,1
-1,-2,59,-8,-1,0,1
-2,3,56,-15,-6,0,1
1,-2,60,-6,2,0,1
0,1,60,-14,-5,0,1
-1,2,57,-13,-4,-2,1
-1,1,58,-11,-4,-1,1
-1,2,58,-12,-4,0,1
-1,2,57,-13,-4,0,1
24,53,79,-200,109,2,1
69,14,48,-40,100,0,1
15,-14,55,24,11,2,1
-9,-20,62,19,-16,2,1
11,-8,53,6,13,0,1
10,2,66,-6,13,0,1
-8,4,68,-10,-8,1,1
-12,5,58,-10,-18,1,1
1,6,59,-11,1,0,1
3,3,64,-9,4,0,1
-2,1,71,-6,-3,0,1
2,1,59,-6,3,0,1
1,2,63,-7,-1,0,1
-3,-1,61,-4,-5,-1,1
-3,-2,64,-3,-5,-1,1
185,105,118,-180,374,12,1
-10,5,75,-36,34,-2,1
-1,-4,43,1,-8,0,1
-10,-2,64,3,-19,0,1
0,-2,66,1,0,0,1
0,1,58,-5,2,-1,1
0,-5,61,2,-2,1,1
0,-4,57,1,-4,0,1
-1,-1,59,-1,-4,0,1
-1,1,64,-5,-6,1,1
0,0,67,-6,-3,0,1
-4,0,61,-5,-7,0,1
-3,1,60,-6,-4,0,1
-1,0,57,-4,-4,-1,1
1,1,65,-6,2,0,1
-21,-50,46,-180,266,98,1
-119,2,146,5,-115,-14,1
-38,-10,43,-8,-27,-4,1
3,9,66,-5,-3,-2,1
5,12,59,-16,11,1,1
-9,2,73,-2,-13,0,1
0,-4,51,5,-2,0,1
13,-3,66,3,18,0,1
8,-1,66,1,12,1,1
-5,0,54,-1,-7,0,1
-3,-1,63,1,-5,-1,1
-7,-2,65,3,-8,0,1
-1,-1,61,2,-1,0,1
-1,1,65,-2,-3,0,1
4,1,64,-2,7,1,1
112,-54,85,-77,284,-3,1
-5,-36,56,123,-115,-29,1
5,-24,74,50,-19,-2,1
7,-12,65,5,26,1,1
-2,-7,57,11,-3,0,1
-4,5,66,-7,-8,0,1
-2,4,57,-2,0,0,1
-4,4,65,-8,-6,0,1
-3,3,52,-3,-3,1,1
-2,3,57,-3,-1,0,1
1,1,64,1,2,1,1
1,1,60,-1,3,0,1
0,0,56,0,3,0,1
-1,2,63,-3,-1,-1,1
-1,4,59,-2,-1,1,1
95,-4,38,125,111,-4,1
17,9,43,-18,48,-4,1
-29,-6,55,6,-45,4,1
-8,11,68,-17,-8,6,1
9,13,61,-18,14,6,1
-10,6,68,-9,-15,0,1
-8,3,74,-4,-10,0,1
3,4,65,-8,6,1,1
8,4,61,-6,11,0,1
4,-1,59,1,5,0,1
-3,0,61,0,-5,-1,1
-2,0,67,0,-7,1,1
-3,3,59,-5,-4,0,1
-3,0,67,-2,-7,1,1
-3,3,64,-7,-6,1,1
-127,83,69,-71,-148,-53,1
-134,53,108,-59,-173,-23,1
-49,54,79,-75,-60,8,1
-15,53,74,-67,-8,1,1
-7,31,75,-40,-12,-10,1
-14,15,60,-15,-20,-6,1
-4,9,51,-15,-2,11,1
8,7,58,-11,12,2,1
6,-1,63,0,9,-6,1
-1,2,52,-5,-2,-5,1
-4,1,59,-6,-7,5,1
-1,1,52,-2,-2,2,1
3,0,66,-2,1,-4,1
1,1,60,-3,2,-2,1
0,1,64,-4,1,4,1
-72,-24,84,120,-196,-15,1
-26,-10,37,12,-50,-3,1
-30,-17,67,16,-40,-4,1
0,-3,50,-1,-10,0,1
0,-3,53,-2,-1,-3,1
-5,-1,60,-6,-11,-1,1
0,-3,64,-3,-4,-1,1
6,-4,57,-1,4,0,1
5,-5,59,-2,5,-1,1
-2,-4,64,-1,-7,0,1
-1,-3,58,-3,-5,0,1
0,0,60,-9,-3,0,1
1,-1,53,-4,-4,-2,1
0,0,59,-6,-3,0,1
1,1,59,-10,-2,0,1
-133,-34,18,21,131,-41,1
21,6,79,-36,59,-2,1
14,17,69,-45,13,-5,1
6,1,56,-5,7,7,1
15,-3,51,0,17,-2,1
10,-4,52,-2,8,-3,1
5,-6,63,2,3,1,1
0,-4,61,-1,-3,-2,1
-1,-1,61,-5,-6,-1,1
-1,1,61,-10,-6,-1,1
1,0,66,-10,-4,1,1
1,-3,59,-3,-2,0,1
-1,2,59,-12,-6,0,1
0,1,58,-9,-5,-1,1
0,0,60,-8,-6,-1,1
-10,-2,27,-17,8,3,1
22,-4,61,-6,28,1,1
22,4,62,-12,24,1,1
11,-5,55,-1,10,0,1
3,-13,61,10,-1,1,1
6,-8,57,5,4,0,1
8,-3,57,-1,9,1,1
0,-5,60,-1,-4,0,1
-5,-4,57,-4,-11,1,1
-4,-3,66,-2,-8,-1,1
1,0,59,-9,-6,-1,1
-3,6,64,-21,-17,-3,1
3,0,59,-8,-3,0,1
-2,0,60,-9,-7,1,1
-2,2,61,-12,-6,0,1
5,23,157,-186,179,2,1
-25,8,93,-46,25,-5,1
-16,-8,56,19,-54,1,1
1,-1,50,-5,-8,-1,1
0,2,55,-10,3,0,1
-5,-2,60,-4,-11,0,1
-1,-6,58,1,-5,0,1
5,-4,64,-4,2,-2,1
6,-5,63,-1,2,0,1
-1,-3,58,-2,-5,0,1
-1,-4,57,-2,-6,-2,1
0,-4,61,-4,-6,0,1
2,-5,66,-3,0,0,1
1,-2,53,-4,-4,-1,1
1,-3,51,-2,-3,0,1
-14,-10,52,15,-77,0,1
-22,-14,47,8,-31,2,1
-3,9,62,-23,-1,-1,1
0,8,59,-19,-1,-1,1
-10,4,60,-13,-16,0,1
-1,4,57,-13,-3,-2,1
2,6,66,-15,1,0,1
1,4,57,-12,2,0,1
-1,2,53,-8,-5,0,1
-3,-1,57,-5,-7,-1,1
0,1,68,-8,-2,-1,1
-1,2,57,-10,-6,-1,1
-1,0,67,-9,-6,0,1
1,1,61,-9,-3,-1,1
1,0,65,-9,-2,-1,1
8,-17,50,16,-1,-2,1
2,-25,55,22,-1,-1,1
10,-17,50,18,9,-2,1
3,-17,60,11,3,-2,1
7,-10,65,8,7,1,1
1,-9,56,1,-1,0,1
3,-12,59,10,3,-1,1
3,-5,58,-1,2,0,1
0,-8,63,2,-3,0,1
1,-2,56,-5,-1,0,1
-1,-2,56,-4,-5,-2,1
1,0,61,-7,-2,0,1
0,0,57,-8,-6,-1,1
-1,0,49,-9,-3,-1,1
-1,3,63,-11,-3,-1,1
3,-33,32,41,2,-1,1
9,-25,54,26,7,0,1
7,-12,44,-2,11,-1,1
3,-16,54,12,2,1,1
1,-17,56,12,1,1,1
2,-9,65,3,-2,-1,1
3,-5,53,-3,3,1,1
4,-7,56,-2,-1,-1,1
2,-9,49,3,2,0,1
2,-8,55,-1,-4,-2,1
2,-6,59,-3,-2,-1,1
2,-5,53,-3,-1,0,1
2,-3,46,-8,-3,0,1
1,-2,59,-4,-2,-1,1
0,-2,54,-11,-5,0,1
2,-3,70,-3,-1,0,1
0,7,69,-21,14,-15,1
-20,-7,52,9,-41,0,1
0,-2,63,-7,3,0,1
2,0,62,-6,2,-1,1
-3,0,57,-6,-5,-1,1
-2,-1,54,-4,-7,0,1
3,-5,54,0,3,-1,1
4,-3,63,-5,3,-1,1
1,-3,63,-3,0,0,1
-1,-3,59,-3,-7,-1,1
1,-3,60,-3,0,0,1
0,0,60,-8,-1,0,1
-1,0,57,-8,-6,-1,1
-1,1,58,-9,-3,0,1
4,-14,59,82,-85,13,1
32,7,47,-32,59,3,1
-2,2,72,-1,-16,1,1
-1,2,59,-15,-1,0,1
-1,3,58,-12,-2,1,1
1,3,67,-10,-4,1,1
-4,6,63,-15,-7,-1,1
-5,4,61,-14,-10,0,1
1,4,66,-14,-3,-1,1
2,2,65,-10,-1,-1,1
0,3,63,-13,0,-2,1
-2,5,57,-13,-6,-1,1
-1,1,65,-10,-4,0,1
-1,2,65,-11,-4,0,1
-1,0,59,-8,-7,0,1
71,51,5,686,494,-137,1
21,37,115,-85,55,-4,1
63,-9,6,-34,159,-10,1
13,-17,73,23,14,-2,1
0,-11,52,12,-13,0,1
8,-10,64,10,9,1,1
6,-4,57,-2,5,0,1
-3,-2,72,-7,-5,1,1
-8,1,53,-9,-15,-1,1
-1,6,74,-16,-4,-1,1
3,4,65,-11,1,0,1
1,3,62,-11,-1,-1,1
-1,0,60,-8,-7,0,1
-1,0,59,-8,-7,0,1
1,-2,65,-5,0,0,1
-93,76,80,-123,-151,-1,1
-20,63,62,-108,-30,-1,1
11,44,57,-64,15,-1,1
11,16,66,-27,7,0,1
0,0,58,-8,-4,0,1
3,-2,61,-7,-1,0,1
8,-3,63,-5,8,-1,1
7,1,59,-11,7,1,1
-3,0,59,-9,-9,-1,1
-6,2,57,-13,-13,-1,1
-2,4,74,-17,-7,0,1
3,6,59,-17,2,0,1
2,4,59,-14,1,-1,1
-1,2,61,-11,-3,-1,1
-2,1,64,-10,-6,0,1
-8,20,-5,-26,-10,-1,1
-10,22,-4,-22,-9,-2,1
-10,17,-4,-16,-10,-1,1
-9,15,0,-11,-6,0,1
-3,19,-21,12,21,-2,1
-38,130,-786,191,315,29,1
-30,139,-1235,472,601,39,1
-31,31,-39,-11,-3,3,1
-14,18,-21,24,22,8,1
-3,14,5,6,5,-4,1
-6,8,3,12,4,-1,1
-3,3,4,16,6,-2,1
0,5,10,17,6,-3,1
-3,5,10,14,2,-2,1
-3,3,10,16,4,-3,1
11,-3,-301,-267,-88,-16,1
28,-103,-826,-278,-237,6,1
46,-217,-1218,-147,-345,40,1
17,-95,-621,-164,-226,40,1
-6,10,-77,-103,-56,-6,1
-5,13,-104,-129,-60,-1,1
1,6,-112,-142,-66,-2,1
1,5,-111,-146,-58,-5,1
3,4,-113,-146,-54,-4,1
3,4,-115,-143,-58,-4,1
1,3,-116,-145,-61,-5,1
2,3,-119,-149,-62,-5,1
2,3,-118,-150,-60,-5,1
2,3,-117,-148,-58,-5,1
2,3,-118,-148,-58,-5,1
5,-4,-345,-185,0,0,1
-21,-59,-1162,-239,2,-5,1
-22,-106,-1360,-82,27,1,1
8,-46,100,52,-6,-9,1
1,-38,38,49,1,-1,1
13,-13,56,7,17,-2,1
3,-13,54,8,1,-1,1
1,-9,58,5,-1,-1,1
4,-5,60,-1,3,-1,1
2,-4,61,-3,1,-1,1
-2,-1,58,-7,-6,-2,1
-4,0,60,-8,-9,-1,1
-3,0,59,-9,-6,-1,1
-1,1,61,-8,-4,-1,1
1,0,60,-8,-2,-1,1
-6,15,-414,-53,16,-5,1
-38,14,-1357,-192,71,-9,1
4,-3,-90,-28,-20,12,1
11,-2,73,-4,22,-2,1
4,-4,42,-4,2,0,1
7,-17,61,13,6,0,1
7,-6,54,0,7,-1,1
1,-9,57,3,-1,-1,1
-2,-12,58,6,-6,-2,1
-1,-11,53,5,-5,-1,1
2,-11,58,4,-1,-1,1
3,-8,58,0,0,-2,1
1,-7,57,0,-2,-1,1
1,-4,57,-4,-2,-2,1
3,-3,58,-5,1,-2,1
-31,0,-398,-259,4,25,1
-80,-63,-987,-286,57,20,1
-88,-121,-1299,-229,137,1,1
20,40,-45,-54,24,-4,1
0,27,30,-51,-10,-5,1
-9,9,49,-27,-6,-2,1
-3,5,49,-25,-3,-2,1
2,3,46,-21,3,-2,1
1,-1,39,-19,3,-2,1
0,-2,38,-17,-1,0,1
1,-3,38,-18,2,-1,1
1,-3,38,-19,4,-1,1
0,-2,38,-19,0,0,1
-1,1,43,-18,-1,0,1
-1,2,46,-19,-2,-1,1
0,2,50,-13,-4,-1,1
0,0,58,-8,-3,-2,1
0,0,67,-11,-3,-1,1
0,-1,52,-7,-4,-1,1
0,0,56,-8,-6,-2,1
-1,1,64,-11,-5,-1,1
0,0,68,-9,-5,-1,1
-1,3,59,-16,-8,-1,1
0,0,68,-13,-4,-1,1
-1,1,59,-11,-3,-1,1
0,0,56,-11,-6,-2,1
-1,2,60,-13,-3,-2,1
0,3,61,-15,-3,-1,1
-1,3,63,-16,-8,-1,1
-1,2,64,-14,-5,-1,1
-20,55,-918,-90,-77,-6,1
-26,76,-1352,-127,-96,-9,1
4,9,54,-25,2,-4,1
-5,-7,62,0,-13,0,1
-5,12,53,-22,-9,-2,1
-7,6,57,-16,-13,-1,1
-3,3,58,-15,-7,-1,1
2,5,56,-18,0,-1,1
2,6,58,-17,-2,-1,1
0,6,57,-18,-3,-1,1
-2,3,57,-14,-6,-1,1
-1,2,57,-13,-6,-1,1
-1,1,54,-12,-5,-1,1
-1,1,56,-11,-6,-1,1
-2,0,57,-11,-6,-1,1
0,2,61,-12,-2,5,1
-1,0,60,-6,-3,0,1
-1,1,53,-8,-5,3,1
1,-2,66,-6,-2,-1,1
1,-1,60,-9,-3,-1,1
0,0,64,-9,-1,-1,1
0,0,57,-8,-4,-1,1
-1,1,64,-12,-4,-1,1
-1,1,66,-9,-4,-1,1
0,1,66,-13,-5,-1,1
-1,1,59,-12,-4,-1,1
-1,1,66,-12,-5,0,1
0,1,65,-12,-3,-2,1
1,1,63,-10,-2,-1,1
-1,0,64,-9,-5,-1,1
-35,17,-1029,-232,27,1,1
-45,31,-1395,-151,12,-11,1
10,-20,22,12,9,-1,1
-1,-24,62,20,-9,0,1
1,2,51,-13,-4,-2,1
-1,-4,59,-5,-7,0,1
1,1,56,-12,-4,-2,1
4,4,58,-15,3,-1,1
3,4,62,-16,0,-1,1
0,8,57,-19,-6,-1,1
-4,8,60,-20,-9,-1,1
-4,7,59,-18,-8,-1,1
-3,6,59,-17,-6,-1,1
-2,5,58,-17,-6,-1,1
-2,4,59,-16,-6,-1,1
1,0,57,8,5,7,1
-1,0,54,11,6,8,1
-11,38,-364,207,62,4,1
-77,175,-1133,383,-14,-25,1
-90,142,-1130,523,-21,-36,1
-37,59,-127,22,25,33,1
-2,6,-53,86,18,3,1
4,2,-17,53,38,10,1
3,1,-15,53,30,7,1
3,2,-23,56,33,10,1
4,5,-36,61,38,12,1
2,5,-36,60,37,10,1
3,4,-27,59,34,10,1
2,2,-20,58,33,9,1
3,2,-21,59,32,9,1
-6,27,-288,140,23,-2,1
-80,162,-1077,385,-38,-33,1
-102,158,-1264,543,-43,-43,1
64,-61,-95,142,91,15,1
-2,3,-67,93,45,22,1
7,6,-90,111,37,-1,1
5,6,-101,112,47,7,1
4,6,-108,116,49,8,1
2,3,-97,114,45,7,1
3,2,-93,110,45,7,1
4,2,-91,109,48,7,1
5,4,-97,109,52,10,1
5,5,-100,110,53,9,1
4,4,-99,108,53,10,1
5,5,-97,109,53,9,1
-13,-12,-558,-450,-108,21,1
-19,-69,-738,-430,-128,23,1
-20,-148,-923,-396,-156,36,1
-32,-176,-1168,-495,-210,52,1
-36,-192,-1286,-560,-232,55,1
27,-68,-588,-331,-39,17,1
-6,-72,-588,-378,-65,2,1
1,-35,-603,-403,-68,13,1
3,-48,-581,-381,-52,6,1
1,-46,-598,-397,-57,6,1
2,-49,-590,-390,-64,10,1
2,-46,-594,-393,-60,8,1
2,-47,-584,-387,-56,8,1
2,-45,-586,-386,-58,8,1
1,-45,-581,-383,-59,8,1
3,-10,-7,-44,1,5,1
-1,-86,-628,-338,-98,16,1
-35,-79,-685,-418,-206,46,1
-60,-113,-800,-453,-302,76,1
-78,-159,-1032,-535,-395,104,1
-92,-195,-1274,-672,-468,123,1
-66,-110,-614,-340,-284,83,1
27,-38,-640,-498,-38,3,1
4,-44,-654,-476,-88,9,1
11,-50,-606,-445,-70,3,1
13,-63,-598,-425,-63,2,1
11,-58,-601,-429,-64,3,1
10,-53,-595,-425,-63,3,1
10,-56,-599,-427,-65,3,1
10,-57,-599,-426,-67,4,1
-1,-86,-628,-338,-98,16,1
-35,-79,-685,-418,-206,46,1
-78,-159,-1032,-535,-395,104,1
-60,-113,-800,-453,-302,76,1
-92,-195,-1274,-672,-468,123,1
-66,-110,-614,-340,-284,83,1
27,-38,-640,-498,-38,3,1
4,-44,-654,-476,-88,9,1
11,-50,-606,-445,-70,3,1
13,-63,-598,-425,-63,2,1
11,-58,-601,-429,-64,3,1
10,-53,-595,-425,-63,3,1
10,-56,-599,-427,-65,3,1
10,-57,-599,-426,-67,4,1
11,-58,-601,-429,-64,3,1
-37,26,-779,-150,5,3,1
-51,23,-1340,-185,1,4,1
-7,31,0,-51,-16,-1,1
-7,32,52,-50,-12,-1,1
-2,21,58,-37,-4,0,1
-5,12,58,-26,-10,0,1
-3,8,57,-18,-8,0,1
-1,6,56,-18,-8,0,1
-1,6,56,-18,-8,0,1
0,4,58,-14,-4,0,1
0,0,59,-11,-3,0,1
1,1,59,-10,-2,0,1
0,0,58,-10,-2,0,1
-1,-1,58,-8,-5,0,1
-2,-1,54,-8,-7,0,1
-18,-9,46,-4,-11,-2,1
-6,-12,62,8,-16,2,1
35,20,-650,-97,-427,-13,1
68,47,-1145,-131,-633,-32,1
52,25,-877,-117,-530,-17,1
-16,6,0,5,-45,-4,1
-8,-16,72,11,-14,-1,1
-6,1,60,-12,-13,-1,1
-10,-3,58,-5,-16,-1,1
-8,-2,55,-7,-14,0,1
-5,-2,58,-5,-11,0,1
-2,-1,57,-7,-9,-1,1
1,2,53,-10,-7,0,1
-1,2,56,-11,-8,-1,1
-1,0,56,-10,-8,0,1
-21,1,-185,-202,3,11,1
-43,-86,-750,-315,127,10,1
-104,-105,-1173,-221,230,16,1
-134,-118,-1194,-183,195,15,1
-53,-5,-236,-273,26,9,1
-29,-9,-256,-267,12,-2,1
-17,1,-217,-245,27,3,1
-8,6,-210,-242,31,3,1
-9,6,-217,-253,34,4,1
-10,6,-225,-258,35,5,1
-7,6,-226,-259,38,4,1
-4,9,-217,-252,40,3,1
-4,8,-213,-249,39,4,1
-8,7,-216,-249,37,3,1
-8,7,-218,-252,35,3,1
-12,41,-133,-150,-53,-3,1
-10,40,-136,-145,-51,-3,1
-11,39,-142,-148,-54,-3,1
-12,43,-155,-158,-57,-3,1
-12,49,-169,-171,-58,-4,1
-14,51,-182,-175,-64,-4,1
-12,54,-195,-184,-60,-5,1
-15,54,-216,-188,-66,-4,1
-14,59,-235,-204,-66,-6,1
-14,62,-256,-213,-67,-5,1
-13,67,-278,-226,-67,-6,1
-15,68,-303,-233,-71,-6,1
-16,74,-328,-247,-75,-7,1
-15,77,-359,-259,-76,-7,1
-16,83,-394,-274,-79,-8,1
-17,99,-511,-319,-87,-10,1
-20,107,-554,-340,-91,-12,1
-19,113,-601,-357,-94,-12,1
-21,121,-657,-374,-99,-12,1
-19,127,-728,-391,-100,-14,1
-21,134,-800,-407,-105,-14,1
-21,137,-878,-419,-109,-15,1
-25,142,-966,-427,-118,-15,1
-24,145,-1083,-431,-115,-15,1
-25,151,-1180,-441,-124,-14,1
-24,134,-1287,-390,-121,-15,1
-25,127,-1409,-359,-124,-14,1
-25,123,-1491,-346,-127,-14,1
-31,141,-589,-360,-74,-16,1
-24,81,-481,-284,-148,-8,1
4,8,41,-28,10,0,1
4,7,33,-24,13,0,1
5,10,37,-31,14,0,1
